cod_producto,producto,lineas_factura,cantidad_comprada,costo_unitario_factura,costo_factura,stock_actual,valor_stock_a_costo_factura,unidades_vendidas_desde,ventas_desde,facturas_venta_desde,dias_con_venta_desde,primera_venta_desde,ultima_venta_desde,dias_hasta_primera_venta,dias_sin_venta,unidades_30d,unidades_90d,unidades_365d,ventas_365d,sell_through_aparente,banda_sell_through,remanente_minimo_unidades,remanente_minimo_costo,unidades_compradas_despues,documentos_compra_despues,ultima_compra_despues,precio_venta_actual,ingreso_cohorte_estimado,utilidad_bruta_cohorte_estimada,margen_cohorte_estimado,estado_auditoria
MOTS1016,ACEITE MOBIL 20W-50 PREMIUM 4T MOBIL SUPER,1,4.0,23000.0,92000.0,1.0,23000.0,4.0,109000.0,4,4,2024-07-31 14:37:40,2024-08-07 10:13:35,4.0,764.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-02-12,30000.0,109000.0,17000.0,0.1559633027522936,"Con stock, sin ventas 365d"
HDR - C01,HORQUILLAS ECO DELUXE HERO,1,5.0,18000.0,90000.0,1.0,18000.0,4.0,110000.0,4,4,2024-09-05 08:48:47,2024-11-02 08:14:23,39.7,677.0,0.0,0.0,0.0,0.0,0.8,80-99%,1.0,18000.0,0.0,0,,25000.0,110000.0,38000.0,0.34545454545454546,"Con stock, sin ventas 365d"
MOTS1029,TENSORES CADENA VARIOS,1,45.0,2000.0,90000.0,25.0,50000.0,20.0,62500.0,18,17,2024-11-10 10:19:11,2025-09-22 12:30:33,105.8,353.0,0.0,0.0,1.0,3500.0,0.4444444444444444,1-49%,25.0,50000.0,0.0,0,,3500.0,62500.0,22500.0,0.36,Rotación baja
408772,"NEUMATICO 2,75/300-18 2BR MOTOR",1,9.0,9500.0,85500.0,0.0,0.0,9.0,138000.0,9,9,2024-07-31 09:40:59,2024-10-07 17:37:07,3.8,703.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,16000.0,138000.0,52500.0,0.3804347826086957,Sin stock actual
MOTS1201,SPROKER Y PIÑON PULSAR 80 UND 520 - 39T/14T RODAMAIS,1,3.0,25000.0,75000.0,3.0,75000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,3.0,75000.0,0.0,0,,42000.0,0.0,0.0,,Sin ventas desde compra
FG3020,GUAYA ACELERADOR CON RETORNO XT2 125 QUALITY,1,4.0,18000.0,72000.0,0.0,0.0,4.0,110000.0,4,4,2024-09-22 10:18:17,2025-11-20 12:21:16,56.8,294.0,0.0,0.0,1.0,30000.0,1.0,100%,0.0,0.0,0.0,0,,30000.0,110000.0,38000.0,0.34545454545454546,Sin stock actual
MOTS1176,MANIGUETA DER GN 125 / 65 125,1,6.0,12000.0,72000.0,6.0,72000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,6.0,72000.0,0.0,0,,20000.0,0.0,0.0,,Sin ventas desde compra
MOTS1086,RETEN 32-43-12-5,1,17.0,4000.0,68000.0,15.0,60000.0,2.0,14000.0,1,1,2025-02-23 10:13:14,2025-02-23 10:13:14,210.8,564.0,0.0,0.0,0.0,0.0,0.11764705882352941,1-49%,15.0,60000.0,0.0,0,,7000.0,14000.0,6000.0,0.42857142857142855,"Con stock, sin ventas 365d"
16955,KIT EMPAQUE COMPLETO PULSAR 200 NS MOTOTEE,1,3.0,22500.0,67500.0,3.0,67500.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,3.0,67500.0,0.0,0,,37500.0,0.0,0.0,,Sin ventas desde compra
MOTS1246,BOBINA ALTA ECO DELUXE HERO,1,4.0,16000.0,64000.0,0.0,0.0,4.0,97000.0,3,3,2025-01-21 10:45:08,2025-07-01 17:20:10,177.8,436.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,27000.0,97000.0,33000.0,0.3402061855670103,Sin stock actual
902263,MANIGUETA DER CA 100 SPLENDOR JAPAN,2,10.0,6300.0,63000.0,3.0,18900.0,10.0,102500.0,10,10,2024-08-16 15:12:37,2025-03-28 17:26:23,20.0,531.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,3.0,3,2025-03-06,9500.0,102500.0,39500.0,0.3853658536585366,"Con stock, sin ventas 365d"
MOTS1023,RUM COMPLETO NEGRO NIP POW,1,9.0,6800.0,61200.0,3.0,20400.0,9.0,98000.0,9,9,2024-08-02 10:54:24,2025-04-28 14:24:05,5.8,500.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,3.0,3,2025-04-27,11500.0,98000.0,36800.0,0.37551020408163266,"Con stock, sin ventas 365d"
MOTS1286,VALVULAS BWS UNI VITRI,1,4.0,15125.0,60500.0,2.0,30250.0,2.0,45000.0,1,1,2024-11-05 12:44:37,2024-11-05 12:44:37,100.9,674.0,0.0,0.0,0.0,0.0,0.5,50-79%,2.0,30250.0,0.0,0,,25500.0,45000.0,14750.0,0.3277777777777778,"Con stock, sin ventas 365d"
MOTS1213,BANDA FRENO TRA  ECO DELUXE CROWN,1,5.0,12000.0,60000.0,1.0,12000.0,5.0,87000.0,5,5,2024-10-03 08:42:58,2025-09-01 13:32:24,67.7,374.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-04-11,16000.0,87000.0,27000.0,0.3103448275862069,"Con stock, sin ventas 365d"
MOTS1303,EMPAQUE TAPA CLUCTH CB 110 EMP AMERICA,1,5.0,12000.0,60000.0,4.0,48000.0,1.0,5000.0,1,1,2025-01-28 10:10:00,2025-01-28 10:10:00,184.8,590.0,0.0,0.0,0.0,0.0,0.2,1-49%,4.0,48000.0,0.0,0,,20000.0,5000.0,-7000.0,-1.4,"Con stock, sin ventas 365d"
MOTS1065,RETEN 20-40-8,1,19.0,3000.0,57000.0,19.0,57000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,19.0,57000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1197,SPROKER Y PIÑON CB 110,1,2.0,28000.0,56000.0,2.0,56000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,2.0,56000.0,0.0,0,,35000.0,0.0,0.0,,Sin ventas desde compra
619142,KIT MEDIO EMPAQUE PULSAR 200 NS GPP,1,6.0,9000.0,54000.0,5.0,45000.0,1.0,12000.0,1,1,2024-12-26 15:10:21,2024-12-26 15:10:21,152.0,623.0,0.0,0.0,0.0,0.0,0.16666666666666666,1-49%,5.0,45000.0,0.0,0,,15000.0,12000.0,3000.0,0.25,"Con stock, sin ventas 365d"
902928,MANIGUETA IZQ BWS 100 CROMADA JAPAN,1,6.0,9000.0,54000.0,2.0,18000.0,5.0,64000.0,5,5,2024-08-26 08:25:15,2025-10-16 14:13:34,29.7,329.0,0.0,0.0,1.0,12000.0,0.8333333333333334,80-99%,1.0,9000.0,1.0,1,2025-08-06,15000.0,64000.0,19000.0,0.296875,Rotación media
MOTS1243,BALINERA 6304 C3 KOYO,1,4.0,13500.0,54000.0,9.0,121500.0,4.0,101000.0,3,3,2024-09-13 13:59:19,2025-01-13 18:05:38,47.9,605.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,9.0,5,2025-01-10,28000.0,101000.0,47000.0,0.46534653465346537,"Con stock, sin ventas 365d"
BAL - 052,BALANCIN ECO HERO,1,2.0,26800.0,53600.0,2.0,53600.0,2.0,87000.0,2,2,2024-11-21 16:02:04,2025-10-04 12:25:25,117.0,341.0,0.0,0.0,1.0,45000.0,1.0,100%,0.0,0.0,2.0,2,2025-10-04,45000.0,87000.0,33400.0,0.3839080459770115,Compra absorbida; stock repuesto
MOTS1245,TORNILLO PORTA BANDA UNIVERSAL,1,41.0,1300.0,53300.0,29.0,37700.0,13.0,32500.0,10,9,2024-08-06 15:20:43,2026-01-16 17:11:42,10.0,237.0,0.0,0.0,1.0,2500.0,0.3170731707317073,1-49%,28.0,36400.0,1.0,1,2025-07-01,2500.0,32500.0,15600.0,0.48,Rotación baja
06-108,COMANDO DERECHO BWS 125 YAMAHA,1,2.0,26000.0,52000.0,0.0,0.0,2.0,80000.0,2,2,2024-08-05 17:36:11,2024-09-15 08:46:41,9.1,725.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,40000.0,80000.0,28000.0,0.35,Sin stock actual
D121,RESTAURADOR PARTES NEGRAS BOWY,1,4.0,12800.0,51200.0,0.0,0.0,4.0,82500.0,3,3,2024-07-29 15:50:21,2024-09-21 16:50:29,2.0,719.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,21500.0,82500.0,31300.0,0.3793939393939394,Sin stock actual
D283,LIQUIDO FRENO DOT 3 ISIN,1,10.0,5100.0,51000.0,0.0,0.0,10.0,85000.0,10,8,2024-07-27 16:36:09,2024-08-25 10:39:53,0.0,746.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,8500.0,85000.0,34000.0,0.4,Sin stock actual
MOTS1173,LLAVE GASOLINA EPLENDOR GENINE PARTE,1,3.0,16500.0,49500.0,0.0,0.0,3.0,74500.0,3,3,2024-11-12 09:09:47,2025-02-01 19:40:32,107.7,586.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,27500.0,74500.0,25000.0,0.33557046979865773,Sin stock actual
203259,GUAYA ACELERADOR FZ 16 MN EVERESTT,1,7.0,7000.0,49000.0,3.0,21000.0,5.0,60000.0,4,4,2024-12-07 11:01:18,2025-06-03 12:53:07,132.8,464.0,0.0,0.0,0.0,0.0,0.7142857142857143,50-79%,2.0,14000.0,1.0,1,2026-03-26,12000.0,60000.0,25000.0,0.4166666666666667,"Con stock, sin ventas 365d"
MOTS1309,BOMBILLO DIRECCIONAL 12 V LED WHITE VARIOS QUALITY,1,14.0,3500.0,49000.0,10.0,35000.0,4.0,20000.0,1,1,2024-09-23 14:34:23,2024-09-23 14:34:23,58.0,717.0,0.0,0.0,0.0,0.0,0.2857142857142857,1-49%,10.0,35000.0,0.0,0,,6000.0,20000.0,6000.0,0.3,"Con stock, sin ventas 365d"
CAD-034,CADENILLA PULSAR X98 APRIL,1,4.0,12000.0,48000.0,2.0,24000.0,3.0,60000.0,3,3,2024-11-02 12:42:55,2025-10-06 09:09:25,97.9,339.0,0.0,0.0,1.0,20000.0,0.75,50-79%,1.0,12000.0,1.0,1,2025-08-25,20000.0,60000.0,24000.0,0.4,Rotación media
MOTS1414,CUNA DE DIRECCION PULSAR 200,1,3.0,16000.0,48000.0,3.0,48000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,3.0,48000.0,0.0,0,,32000.0,0.0,0.0,,Sin ventas desde compra
48965,"NEUMATICO 2,75/300-17 REEPARTS",1,5.0,9400.0,47000.0,7.0,65800.0,15.0,225000.0,13,13,2024-07-30 09:36:06,2026-06-11 12:08:20,2.7,91.0,0.0,0.0,9.0,138000.0,1.0,100%,0.0,0.0,17.0,3,2026-01-31,16500.0,75000.0,28000.0,0.37333333333333335,Compra absorbida; stock repuesto
A131A3,KIT XT2 125 GPP,1,6.0,7500.0,45000.0,6.0,45000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,6.0,45000.0,0.0,0,,12500.0,0.0,0.0,,Sin ventas desde compra
MOTS1214,BANDA FRENO TRA  ECO HONDA CD 100 ECO RODAMAIS,1,4.0,11200.0,44800.0,2.0,22400.0,2.0,29000.0,2,2,2026-04-10 17:32:21,2026-09-03 09:31:16,622.1,7.0,1.0,1.0,2.0,29000.0,0.5,50-79%,2.0,22400.0,0.0,0,,15000.0,29000.0,6600.0,0.22758620689655173,Rotación media
BAZ - 310,GUAYA CLUCTH PULSAR 200 NS 2013 / FI NS 2019 SUPRA PARTS,1,4.0,11000.0,44000.0,1.0,11000.0,3.0,52000.0,3,3,2024-08-26 08:13:40,2026-02-26 15:28:46,29.7,196.0,0.0,0.0,1.0,15000.0,0.75,50-79%,1.0,11000.0,0.0,0,,18000.0,52000.0,19000.0,0.36538461538461536,Rotación media
MOTS1198,KIT ARRASTRE XT2 125 14 - 50T 428 HX 132,1,1.0,44000.0,44000.0,0.0,0.0,1.0,70000.0,1,1,2025-01-15 17:01:47,2025-01-15 17:01:47,172.1,603.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,74000.0,70000.0,26000.0,0.37142857142857144,Sin stock actual
43979,MANUBRIO XTZ 125,1,2.0,21550.0,43100.0,0.0,0.0,9.0,368000.0,9,9,2024-09-17 12:25:28,2026-08-20 17:20:12,51.9,21.0,1.0,2.0,4.0,189000.0,1.0,100%,0.0,0.0,7.0,4,2026-05-28,49800.0,81777.77777777778,38677.77777777778,0.47296195652173917,Sin stock actual
MOTS1415,KIT 1/2 PULSAR 135,1,5.0,8500.0,42500.0,5.0,42500.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,5.0,42500.0,0.0,0,,18000.0,0.0,0.0,,Sin ventas desde compra
COR - 089,CORREA TRASMISION BWS 125 YAMAHA,1,1.0,42000.0,42000.0,0.0,0.0,1.0,70000.0,1,1,2024-09-16 15:43:51,2024-09-16 15:43:51,51.0,724.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,70000.0,70000.0,28000.0,0.4,Sin stock actual
KIT - 01C8150,KIT ARRASTRE CB 110 428 H - 120 L 42T 6 PP,1,1.0,42000.0,42000.0,1.0,42000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,1.0,42000.0,0.0,0,,70000.0,0.0,0.0,,Sin ventas desde compra
MOTS1038,RETEN 20-38-5,1,21.0,2000.0,42000.0,15.0,30000.0,16.0,51500.0,15,14,2024-09-30 14:40:38,2026-08-17 10:22:10,65.0,24.0,1.0,1.0,9.0,29500.0,0.7619047619047619,50-79%,5.0,10000.0,10.0,1,2026-07-03,3500.0,51500.0,19500.0,0.3786407766990291,Rotación media
MOTS1180,MANIGUETA DER XT2 125 NARITA,1,6.0,7000.0,42000.0,2.0,14000.0,5.0,57000.0,5,5,2024-08-16 16:53:15,2026-03-23 11:47:32,20.1,171.0,0.0,0.0,1.0,12000.0,0.8333333333333334,80-99%,1.0,7000.0,1.0,1,2025-04-25,12000.0,57000.0,22000.0,0.38596491228070173,Rotación media
PIN - 073,PIÑON SEGUNDA ECO DELUXE HERO,1,3.0,14000.0,42000.0,2.0,28000.0,3.0,66000.0,3,3,2024-12-23 09:28:54,2025-02-15 11:05:33,148.7,572.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,2.0,2,2025-04-14,23500.0,66000.0,24000.0,0.36363636363636365,"Con stock, sin ventas 365d"
D172,SILICONA PROTECTOR SIEMPRE NUEVO SIMONIZ,1,5.0,8000.0,40000.0,0.0,0.0,5.0,70000.0,5,5,2024-07-28 13:01:47,2025-02-23 09:32:39,0.9,564.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,14000.0,70000.0,30000.0,0.42857142857142855,Sin stock actual
MOTS1075,RETEN 16-26-7,1,10.0,4000.0,40000.0,8.0,32000.0,2.0,11000.0,2,2,2025-01-30 11:49:16,2025-02-23 09:11:44,186.8,564.0,0.0,0.0,0.0,0.0,0.2,1-49%,8.0,32000.0,0.0,0,,7000.0,11000.0,3000.0,0.2727272727272727,"Con stock, sin ventas 365d"
MOTS1217,GUIA DE VALVULA ECO DELUXE HERO,1,5.0,8000.0,40000.0,4.0,32000.0,1.0,12000.0,1,1,2025-02-18 11:12:35,2025-02-18 11:12:35,205.8,569.0,0.0,0.0,0.0,0.0,0.2,1-49%,4.0,32000.0,0.0,0,,13500.0,12000.0,4000.0,0.3333333333333333,"Con stock, sin ventas 365d"
CAB - 061080,COMANDO IZQ 125 BWS YAMAHA,1,1.0,39000.0,39000.0,1.0,39000.0,2.0,105000.0,2,2,2024-08-05 17:36:11,2024-10-16 18:02:50,9.1,694.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,2.0,2,2025-01-13,45000.0,52500.0,13500.0,0.2571428571428571,"Con stock, sin ventas 365d"
MOTS1091,RETEN 12-22-5,1,39.0,1000.0,39000.0,38.0,38000.0,1.0,2000.0,1,1,2025-09-16 10:26:11,2025-09-16 10:26:11,415.8,359.0,0.0,0.0,1.0,2000.0,0.02564102564102564,1-49%,38.0,38000.0,0.0,0,,2000.0,2000.0,1000.0,0.5,Rotación baja
BAL - 01908,BALINERA 6301 ZZCM KOYO,1,8.0,4800.0,38400.0,7.0,33600.0,8.0,74000.0,5,4,2024-08-05 17:36:11,2024-08-27 15:34:40,9.1,744.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,7.0,2,2025-01-16,10500.0,74000.0,35600.0,0.4810810810810811,"Con stock, sin ventas 365d"
COM-148,COMANDO IZQ FZ 16 MOTOTEC,1,2.0,19200.0,38400.0,2.0,38400.0,1.0,30000.0,1,1,2024-10-04 18:34:03,2024-10-04 18:34:03,69.1,706.0,0.0,0.0,0.0,0.0,0.5,50-79%,1.0,19200.0,1.0,1,2026-03-26,32000.0,30000.0,10800.0,0.36,"Con stock, sin ventas 365d"
MOTS1216,CUNAS RX 100-115 / CT 125 - 115 / BR15 YGR 125 RODILLO EVOL,1,3.0,12800.0,38400.0,3.0,38400.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,3.0,38400.0,0.0,0,,21500.0,0.0,0.0,,Sin ventas desde compra
MOTS1145,DIRECCIONAL PULSAR 200NS PAR,1,2.0,19000.0,38000.0,0.0,0.0,2.0,58000.0,2,2,2024-09-17 12:16:38,2025-01-27 15:24:10,51.9,591.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,32000.0,58000.0,20000.0,0.3448275862068966,Sin stock actual
X - 656,DIRECCIONAL BWS FI TRA HUMO PAR X MOTOS PRECIO UNID,1,2.0,19000.0,38000.0,0.0,0.0,2.0,50000.0,2,2,2025-03-18 11:56:30,2025-03-27 12:25:45,233.8,532.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,25000.0,50000.0,12000.0,0.24,Sin stock actual
GUA - 051304,GUAYA ACELERADOR FZ 2.0 INYECCION No. 1 SYK,1,7.0,5300.0,37100.0,6.0,31800.0,1.0,9000.0,1,1,2026-07-14 14:53:33,2026-07-14 14:53:33,717.0,58.0,0.0,1.0,1.0,9000.0,0.14285714285714285,1-49%,6.0,31800.0,0.0,0,,9000.0,9000.0,3700.0,0.4111111111111111,Rotación baja
DAD - 001,DADOS BWS YAMAHA,1,2.0,18500.0,37000.0,1.0,18500.0,2.0,56000.0,2,2,2024-09-05 13:27:26,2025-04-26 12:26:54,39.9,502.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-01-14,31000.0,56000.0,19000.0,0.3392857142857143,"Con stock, sin ventas 365d"
MOTS1249,PASTILLAS FRENO PULSAR 135 DEI NIKKO,1,5.0,7300.0,36500.0,0.0,0.0,5.0,65000.0,5,5,2024-08-24 18:41:30,2024-10-04 18:34:03,28.1,706.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,12500.0,65000.0,28500.0,0.43846153846153846,Sin stock actual
MOTS1048,RETEN 32-44-8,1,12.0,3000.0,36000.0,12.0,36000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,12.0,36000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1068,RETEN 36-49-11,1,12.0,3000.0,36000.0,12.0,36000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,12.0,36000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1154,CAUCHOS PALANCA CAMBIO SURTIDO,1,24.0,1500.0,36000.0,22.0,33000.0,2.0,4500.0,2,2,2025-01-25 11:38:24,2025-06-01 09:22:53,181.8,466.0,0.0,0.0,0.0,0.0,0.08333333333333333,1-49%,22.0,33000.0,0.0,0,,2500.0,4500.0,1500.0,0.3333333333333333,"Con stock, sin ventas 365d"
MOTS1223,BALINERA 6004 2RS E500,1,9.0,4000.0,36000.0,6.0,24000.0,3.0,21000.0,3,3,2025-08-06 16:00:28,2026-02-06 17:18:38,375.0,216.0,0.0,0.0,2.0,14000.0,0.3333333333333333,1-49%,6.0,24000.0,0.0,0,,7000.0,21000.0,9000.0,0.42857142857142855,Rotación baja
MOTS1285,DISCOS CLUCTH FZ -16 YAMAHA,1,3.0,12000.0,36000.0,1.0,12000.0,2.0,37000.0,2,2,2024-09-16 15:43:51,2024-10-04 18:34:03,51.0,706.0,0.0,0.0,0.0,0.0,0.6666666666666666,50-79%,1.0,12000.0,0.0,0,,20000.0,37000.0,13000.0,0.35135135135135137,"Con stock, sin ventas 365d"
MOTS1287,REPOSA PIE TRAS AX 100 / RX 115 PAR X MOTOS,1,3.0,12000.0,36000.0,0.0,0.0,3.0,50000.0,3,3,2024-08-04 13:16:44,2024-10-28 10:10:49,7.9,682.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,20000.0,50000.0,14000.0,0.28,Sin stock actual
AL-002,FILTRO ACEITE PULSAR  135-FZ 16 BARAI,1,9.0,3900.0,35100.0,0.0,0.0,9.0,57000.0,9,8,2024-08-17 10:19:45,2024-12-20 08:33:58,20.8,629.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,6500.0,57000.0,21900.0,0.38421052631578945,Sin stock actual
19463,ESPEJOS DISCOVER 150 PAR,1,2.0,17500.0,35000.0,0.0,0.0,2.0,49000.0,2,2,2025-04-14 15:52:05,2025-05-25 09:41:17,261.0,473.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,30000.0,49000.0,14000.0,0.2857142857142857,Sin stock actual
ESC - 007,ESCOBILLAS ARRANQUE PULSAR 200 NS,1,5.0,7000.0,35000.0,4.0,28000.0,1.0,10000.0,1,1,2025-01-22 14:36:19,2025-01-22 14:36:19,179.0,596.0,0.0,0.0,0.0,0.0,0.2,1-49%,4.0,28000.0,0.0,0,,12000.0,10000.0,3000.0,0.3,"Con stock, sin ventas 365d"
MOTS1171,CAUCHO MANZANA ECO / 090 / AKT 110 FACTORY,1,5.0,7000.0,35000.0,1.0,7000.0,5.0,57000.0,5,5,2024-08-06 18:47:11,2025-03-20 14:16:25,10.1,539.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-03-18,12000.0,57000.0,22000.0,0.38596491228070173,"Con stock, sin ventas 365d"
MOTS1181,MANIGUETA DER BUJS 100 JAPAN,1,5.0,7000.0,35000.0,1.0,7000.0,5.0,58000.0,5,5,2025-03-25 16:56:14,2025-08-06 18:26:43,241.1,400.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-08-06,12000.0,58000.0,23000.0,0.39655172413793105,"Con stock, sin ventas 365d"
5111,BUJIA BP75S NGK,1,6.0,5800.0,34800.0,6.0,34800.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,6.0,34800.0,0.0,0,,10000.0,0.0,0.0,,Sin ventas desde compra
KIT - 043572,KIT EMPAQUE COMPLETO CB 110 / DREAM NEO SYK,1,3.0,11337.0,34011.0,2.0,22674.0,2.0,36000.0,2,2,2024-08-24 12:56:37,2024-10-24 11:48:44,27.9,686.0,0.0,0.0,0.0,0.0,0.6666666666666666,50-79%,1.0,11337.0,1.0,1,2025-01-14,19000.0,36000.0,13326.0,0.37016666666666664,"Con stock, sin ventas 365d"
